reviewer,Candidate,URL,Message,manual_label,comment,chatgpt,check
jasper,蔣萬安,https://www.facebook.com/100044398990795/posts/593911082098853,大家對天母棒球場都很熟悉，但你們知道在不遠的陽明山上，還有一座孕育出無數職棒巨星的棒球場嗎？ 「華興棒球王朝」開啟了台灣棒球輝煌的一頁，郭源治、謝長亨、呂明賜等傳奇選手，都從這裡嶄露頭角！在那個沒有職棒的年代裡，華興小國手征戰球場的畫面，感動了無數球迷，也是許多5、6年級生共同的回憶。 今天很開心來到華興小學，和台北市議員 張斯綱，以及小選手們一起為「第一屆華興盃軟式少棒賽」揭開序幕！因為少子化跟校園使用限制的關係，這幾年台北市打棒球的學生變少了。未來我希望建立從國小到大學的銜接機制，讓優秀的選手沒有後顧之憂地留在台北，為台北爭光！ 我也會大力支持基層棒球運動的推廣，讓熱愛棒球的孩子，有更多安全、專業、方便的場地，為大家提供更好的練習空間！ 謝謝今天到場加油的爸爸媽媽們，一路陪伴著孩子，給他們最大的支持。相信明年的第二屆比賽一定會更盛大、更精彩！祝福所有的小選手都能盡情享受比賽的樂趣。立足台灣放眼世界，相信未來你們一定能成為頂尖選手，為國爭光💪💪 #相約未來在大巨蛋打少棒 #運動加台北就是健康無限 #TeamTaipei #蔣萬安,1,NA,1,1
jasper,蔣萬安,https://www.facebook.com/100044398990795/posts/583046576518637,是的，你，加台北，就是無限！ 過去，我們總是從一個整體的觀點，來思考城市的發展，從上而下來規畫、建設這座城市。但我認為，未來的城市發展，應該倒過來思考：打造一個服務型的市府，我們應該由下而上、傾聽每一位市民的聲音。如果所有人的個人價值都能在這座城市中實現，則卓越的個體，就會形成卓越的群體，卓越的群體，自然會形成一座卓越的城市。 因此，我的治理觀點是從「服務」的角度出發，以後的台北，是能夠支持每個市民自我實現的地方，讓「大家都可以活出自己喜歡的樣子」。 如果你是街舞或是啦啦隊愛好者，我希望台北能提供大家一個安全又符合專業的場地；如果你是一個創業者，我希望台北能提供你一切後勤協助，讓你的公司成為獨角獸企業。如果你是一個服裝設計師想創業，我希望台北能成為你作品展演最棒的舞台、讓你的表演能夠進軍國際。甚至，即便是購屋、成家、育兒的基本想望，我希望大家都能夠在台北實現。 我心目中的台北，就是要協助每一個你，將你的努力轉化成 #無限的可能。期盼在後疫情時代和市民朋友攜手打造台北隊、共同擘劃下個百年台北新風貌。台北終將因偉大的市民而偉大！ #你加台北就是無限 #打造台北隊 #TeamTaipei #蔣萬安,1,NA,0,0
Elsie,蔡其昌,https://www.facebook.com/100044161013467/posts/689780002504027,四十分鐘後，競選活動就要結束，在演講之前，我和我的牽手要再一次感謝市民朋友、所有支持城市改變的大家，說一聲謝謝！ 選舉剛開始，大家遇到我都說這次很難選、很難對抗四年來用盡市府資源做宣傳包裝的市長，但自己總會跟大家說「天道酬勤」，這四個字是蔡其昌從政以來堅持的態度，蔡其昌就一路講，從第一場講到第1千場，#從5個人講到上萬人，我只是要跟大家說，當一個市長應該要有足夠認真，一個可以承擔的候選人，未來才可以承擔台中改變的一切，承擔這個城市的改變。 #演講第1千場，自己想過，這樣講有多少人能聽到蔡其昌對這個城市的願景？午夜夢迴時，也想過280萬市民自己有辦法一一講完嗎？面對許多困難的事情，我們總是會告訴自己，這樣做有必要嗎？但是自己走到最後40分鐘的時間，要告訴所有的市民朋友，蔡其昌的堅持、永不放棄，一步一腳印就是要告訴大家自己的理想，即便逆風而行，前路困難，蔡其昌也會一路走到底。 台中市是一個偉大的城市，我們在投票的時候，會做一個很理性的選擇。這條路走到現在，這段過程就像走在幽暗而漫長的隧道，但是這個過程當中，有我的團隊、有我們的議員、更有很多基層的市民朋友，你們在路上遇到自己，送了喉糖，遇到很多菜市場的小攤販，賣香蕉送香蕉、賣包子送包子。蔡其昌很感動，#我知道你們送的其實不是那一項東西，你們送的是要跟蔡其昌說，「我們所有的人把希望、所有市民把對台中更好的期盼，寄託在蔡其昌身上」，所以蔡其昌會拚到底，自己要邀請大家，最後四十分鐘堅持到最後，明天我們一起慶祝勝利。 #我們已經到了改變的時候，我們走過幽暗的隧道，前面已經看到光，台中要作為一個有光的城市。光，代表的是希望，我們要讓年輕朋友認為這個城市有希望，四年要興建八千戶社會住宅、成立青年事務局，要讓台中成為對年輕人最友善的城市，就是要讓這座城市有光。 自己不但會讓老人健保持續補助，我們更要讓敬老愛心卡更好用，因為我們要讓老人家在退休後看到更好的希望。我們要讓上班族看到希望，所以捷運藍線四年內一定要動工，我們要讓所有市區民眾看到希望，所以我們對於老城區提出大車站計畫，我們要讓縣區民眾看到希望，所以海線鐵路雙軌高架化一定要做、烏日到大慶高架化一定要做，東豐快速道路一定要四年通車，我們要讓這個城市的農民勞工看到希望，#未來蔡其昌會打造最友善的城市，我們一起努力，把台中打造成是有光的城市。 我們會以市民優先、台中優先的角度，我們做事不分黨派、用人唯才，蔡其昌會做一個全民的市長，會用一個更包容的心情與態度，#讓這個城市不同意見的人都能得到該有的尊重。台中要海納百川、台中要成為一座有韌性的城市。我們讓這個城市，充滿包容充滿愛城市有光、城市有愛，城市還要有溫暖，我們提出更多的努力來照顧他，就像蔡其昌剛剛所提到的，我們對於社宅政策，更多的托嬰中心，讓爸媽們可以安心，蔡其昌要讓公托倍增再倍增，讓台中擺脫虐童之都的惡名，一座有光的城市，應該給市民朋友更好的照顧。 未來的台中市，是一個有光、有愛、有溫暖的城市，道別過去，我們要跟過去say goodbye，盧市長四年來沒辦法讓台中進步。盧市長很認真在包裝自己，卻沒辦法讓進步的市民看到光、看到愛、看見溫暖。盧秀燕做不到的，蔡其昌來做。 沒有打不贏的選戰，只要我們堅定我們的信心，光，就在前面，我知道希望就在前方，前方有路，我們就沿路唱歌，前面沒有路，就讓蔡其昌帶著大家跋山涉水走出一條路，我們一定要贏，一定會贏。改變的時間到了，成功就在前面，明天我們一起迎接台中這個城市的勝利。只要最後我們繼續催票、拉票，去投票， 明天，我們一起迎接台中的勝利，我們要光復這個城市，我們要為這個城市找回原有的光榮。最後，還是行動派那句堅定有力的口號：「#去投票就會贏。」 #謝謝親愛的台中市民 #一起分享勝利的故事,1,summary his polities (...更多的托嬰中心，讓爸媽們可以安心，蔡其昌要讓公托倍增再倍增...,0,0
Elsie,蔡其昌,https://www.facebook.com/100044161013467/posts/681024083379619,「盧秀燕將捷運藍線路線大幅變更，經費暴增330億，還被質疑圖利特定家族，至今都沒有做出解釋，讓台中交通發展停滯不前。」— 蘇貞昌 結束今晚在大里舉辦的行動派造勢晚會，感謝何欣純、登真-邱議瑩兩位姐妹的幫忙，以及林德宇、[天生為民] 李天生粉絲團、張芬郁三位議員的協助，感謝3千名市民鄉親專程前來給其昌支持。蘇院長向鄉親分享中央執政的好成績，懇託大家力挺蔡其昌翻轉台中，讓會做事團隊也能在台中連線，不要再放任台中在盧秀燕執政下被其他城市超車。 蘇院長以「#三個城市三件事」為題演說。第一，談到自己執政三年來，核定全台灣七個科學園區，沒有對不起台中、也沒有偏袒，中科二期是七個園區中核定經費最高，高達450億，#但是盧市府該負責的事項至今仍毫無進度，不論是都市計畫審查、用地取得都0進度，所以台積電要在台中擴廠也沒辦法，影響台中的經濟發展與鄉親們的工作機會。 第二，執政以來總共核定台中、台南、桃園三座國際會展中心，2016年總統上任後核定台南會展中心，2022年已經啟用，桃園跟台中的會展中心同時於2018年核定，但桃園預計在2023年完工，#而台中的會展中心要完工卻遙遙無期，就是因為地方政府不負責又沒進度，核定的不進行、支持的不動工，這就是台中市盧秀燕的原地執政。 第三件事，對城市最重要的捷運，高雄陳其邁上任兩年通過三條捷運，但我們看到台中盧秀燕一條捷運藍線拖了四年，從林市長通過可行性評估後，換盧秀燕接手後，不但是路線跟站址大幅變更、經費還暴增330億、取消人流最多的站點，還被鄉親質疑圖利特定家族的爭議，#但她至今對這些問題都沒有做出解釋，讓台中捷運藍線一再延宕，讓台中的交通建設停滯不前，陳其邁是「兩年拚四年」，盧秀燕是「四年輸兩年」。 細數中央執政的政績，加薪減稅增福利，顧好防疫還衝高經濟成長率，長照、育兒預算創新高，蘇貞昌最後強調，當一個市長不是只會你好、我好、大家好而已，而是要認真做事、認真做市政規劃、讓城市有建設，#台中值得一個更好的市長，蔡其昌年輕有行動力、會做事、有願景、有決心，拜託大家11月26日讓我們用手中選票決定城市的未來，選擇蔡其昌帶領台中，不要再放任台中被其他城市超車，讓台中趕緊衝衝衝。 #行動派市長 #議員全壘打 🌟行動派市長蔡其昌 #中彰投苗聯合造勢晚會 時間：11月19日（六）18：30 地址：太原夜市-台中市太原路三段1136號 來賓：蔡英文總統、賴清德副總統、蘇貞昌院長等 #邀請大家一起來同樂 #如有異動請隨時注意更新,1,Praise for Central Policy(育兒預算創新高,0,0
Elsie,蔡其昌,https://www.facebook.com/100044161013467/posts/680666330082061,給我們三分鐘的時間，為你解析1126台中市長該選誰！ 四年前，盧秀燕打著「市長換人、空氣換新」口號，四年後，請問台中的朋友有感受到嗎？現在的台中在盧秀燕的執政下，施政力低落，建設不進反退。 🔥據《天下雜誌》2022縣市長「施政力」的評比，台中是六都最後一名，也是全台排名後段班 🔥財政、交通事故、空氣品質、犯罪、治安，以及推廣城市特色、滿意指標都不如人 🔥台中捷運藍線一年一年空轉落後 🔥台中四年來無法改變「慶記之都」的惡名，讓市民感到非常沒有光榮感 🔥台中空氣品質從全國11名退步到12、13名，空污治理無方、政見跳票 其他城市一直在進步，例如高雄建設一直在動工，捷運也一直在蓋，還有國際燈會、港灣設計展、美麗的輕軌龍貓隧道；屏東縣每年都是評比第一名的城市，有獲獎無數的建設、吸引大量觀光客的網路版面，讓每一個屏東縣人打從心底「我屏東 我驕傲」的榮譽感。 而台中在盧秀燕帶領之下，有任何一個令大家感到驕傲的事嗎？ 蔡其昌在立法院擔任副院長，不僅關心城市與企業的永續發展，還擔任中華職棒會長，促成第六隊，使台灣棒球運動發展大邁進。 讓②蔡其昌做市長，用行動派的衝勁，推動台中前進： ✅讓藍線動工，打通大眾運輸路網 ✅興建8000戶社會住宅，成立青年事務局，讓台中成為對青年最友善的城市 ✅增加老人健保補助，讓敬老愛心卡更好用 ✅增加公托名額、國中小學營養午餐免費 ✅推動台中FUN樂園計畫，打造最好玩的樂園城市 這次，我們有機會重新做選擇，為自己的城市驕傲，改變台中，贏回光榮！11月26日，集中支持②蔡其昌，一起顧家鄉，拚未來！ #認同請多轉貼分享,1,NA,0,0
Elsie,蔡其昌,https://www.facebook.com/100044161013467/posts/679547380193956,#行動派蔡其昌千場倒數 正式突破800場演講 晚上來到台中太平與何欣純、張玉嬿、蔡耀頡《承擔》青新世代為紙風車揭開序幕，又趕到龍井張家銨 家家平銨參加九天民俗技藝團演出，兩場活動吸引超過5000人擠爆活動會場，讓整座城市充滿文藝氣息，讓更多孩子們有接觸藝文活動的機會。 從八年前，其昌就開始舉辦幸福親子藝文季，堅持不論有多困難都要持續舉辦，自己也是三個孩子的爸爸，看到每一場活動都湧入滿滿的爸媽們帶著小孩來參加，都會非常感動。 #擔任立委時，推動海線所有老舊校舍翻新、整建，與所有立委共同向中央爭取50億跑道專案，協助全台中市所有校園的操場跑道換新、育兒津貼再加碼，預算從150億大幅提升至800億以及要求公共場所設置親子洗手台、台鐵親子車廂等，就是希望減輕爸媽們的負擔，讓大家敢生樂養，讓孩子們有更歡樂的童年回憶。 #未來若擔任市長，將加倍照顧台中市的所有孩子們，包含推動國中小營養午餐免費、營養更加倍，整建台中市的公園遊戲場，打造更好玩的FUN樂園，也會讓公托倍增再倍增，四年內達到兩千個名額，拜託市民朋友，11月26日支持2號的蔡其昌，我們一起打造台中成為對孩子最友善的城市✌️ 最後，特別與林德宇、[天生為民] 李天生粉絲團議員來到大里 #十九甲奉聖宮 入火安座暨28週年宮慶席開百桌，每桌鄉親都齊聲高喊「凍蒜」整整快半小時，讓其昌非常感動，我們一定會繼續衝刺到最後一刻！ #行動派市長,1,NA,1,1
Elsie,蔡其昌,https://www.facebook.com/100044161013467/posts/677337283748299,「在北屯完成第775場政見演講，我們繼續走、繼續講，只要行動派團結拉票、催票，我們一定會贏！」 晚上跑了12場演講，與立法委員 莊競程在北屯軍福宮完成第775場演講場，北屯行動派音樂晚會也吸引爆滿人潮，雖然其昌聲音已經沙啞，但鄉親依舊送上滿滿的溫暖。 「我只怕時間不夠，絕不擔心戰鬥力不足！」 其昌從宣佈參選那一刻起，就一步一腳印，走遍台中的大街小巷，向大家說明自己改變城市的願景、握遍每一位選民的手，展現自己的誠意與決心，這是第775場的演講，講到喉嚨沙啞也要繼續拚，感謝所有市民朋友的支持，其昌一定帶著台中市議員曾朝榮、蔡雅玲 Team Taichung、謝家宜 宜起拼未來三位議員一起贏回台中！ 北屯是台中人口最多的區域，可是這四年來面對人口的增長，#盧秀燕市長只將照顧年輕人的社會住宅賣給了建商財團，公托數量持續嚴重不足，沒有特色共融公園，捷運綠線延伸大坑至今仍是毫無度，讓北屯鄉親感受不到市府的用心。 我特別要感謝曾朝榮議員的高度與格局，他拉拔新的一輩始終不遺餘力，不論是莊競程委員，還是兩位議員候選人，他都是全力以赴，包含對其昌的支持，我們一定要守住這 #領航議會 最關鍵的一席。謝家宜議員關心弱勢、法律背景，承襲了父親謝明源的服務精神，我們要繼續讓謝家精神，繼續為北屯服務。第三席，也就是過半關鍵的這一席，就是小辣椒議員蔡雅玲，問政用心，關心親子議題非常深入，上次些微差距落選，我們這次再讓她有機會重返議會。 我與莊競程一定會全力帶領行動派，讓民進黨北屯三席全上，重返榮耀！ #行動派市長 #議員全壘打 🌟行動派市長蔡其昌 #霧峰行動派音樂晚會 時間：11月9日（三）18：30 地址：霧峰德泰夜市-霧峰區德泰街 來賓：曾心梅、甲子慧、談靜等人 🌟行動派市長蔡其昌 #清水行動派音樂晚會 時間：11月10日（四）18：30 地址：清水朝興宮-清水區中山路436號 來賓：沈文程、談靜等人 🤹‍♀️蔡其昌、張家銨 #九天民俗技藝團廟會狂響 時間：11月11日（五）19：00 地址：龍井區龍泉岩清水祖師廟 🌟蔡其昌、黃國書 #南區行動派音樂晚會 時間：11月12日（六）18：00 地址： 復健公園-南區復興園路口 來賓：施文彬、向惠玲、談靜等人 🔈蔡其昌、楊典忠 #清水聯合競選總部成立 時間：11月13日（日）10：30 地址：清水區中華路534號 🔈蔡其昌、鄭功進 #東區聯合競選總部成立 時間：11月13日（日）14：00 地址：東區振興里信義街83號 🤹‍♀️行動派市長蔡其昌 #紙風車劇團三國奇遇記 時間：11月13日（日）16：00 地址：日出停車場-烏日區高鐵東一路111號 🔈蔡其昌、江肇國 #西區聯合競選總部成立 時間：11月13日（日）16：30 地址：均安宮-西區梅川東路一段81號 🌟蔡其昌、何欣純 #大里造勢晚會 時間：11月13日（日）18：30 地址：大里振坤宮-仁化路518號 來賓：蘇貞昌、翁立友、秀蘭瑪雅、談靜等人 #歡迎大家一起來同樂 #如有異動請隨時注意更新,1,NA,0,0
Elsie,蔡其昌,https://www.facebook.com/100044161013467/posts/664684745013553,#再一次站出來 團結力拼行動派議員全壘打！ 今天，與台中市議員曾朝榮、台中市議員何文海、熱情 活力 陳雅惠、陳淑華等四位最優質的市議員候選人，及多名行動派里長成立聯合競選總部，每場都湧入爆滿人潮，大家齊聚相挺，支持行動派團隊，一起找回台中的驕傲、贏回光榮的台中。 上午下著毛毛雨，還有這麼多的市民鄉親到場相挺，十分感動。未來，其昌如果當選市長，許多建設、好的政見要落實，議會就需要夠多的議員來支持協助，所以要拜託各位市民朋友，除了市長支持2號蔡其昌，市議員也支持行動派的團隊，#讓民進黨議員能夠全壘打，我們就雙雙當選。 其昌也再次向鄉親承諾，#65歲以上長者健保補助只多不少、#敬老愛心卡範圍更廣更多，#國中小營養午餐免費，讓政府來幫家人減輕生活壓力。我還要推動興建八千戶社會住宅、擴大租屋補貼與公托再倍增，要達到兩千個名額，讓台中成為對年輕人與家人最友善的城市。 推動2035年讓中火「#以氣換煤」全數完成，不再燒任何一塊煤炭，務實有效改善中火與空汙問題。最重要的是，四年內一定要讓捷運藍線動工、核定四條路線，讓台中成為完善捷運路網的城市。我們一起努力，讓台中成為生活首都！ #2號行動派市長 #議員全壘打,1,NA,0,0
Elsie,蔡其昌,https://www.facebook.com/100044161013467/posts/664395201709174,各位支持蔡總統與賴副總統領導台灣，讓台灣國際地位越來越重要的朋友，各位一路以來支持其昌、相挺其昌、關心台中未來、希望台中大步向前，讓台中成為生活首都的市民朋友。大家午安，大家好！ 今天，我要利用十五分鐘的時間，跟大家分享 #一張選票的力量。 1961年美國人民用一張選票支持的甘迺迪總統，他提出民權法案的草案，日後改變了，美國長久以來的種族隔離，讓美國朝向多元包容的國家邁進。1997年在韓國，人民一張選票所支持的金大中，不只促成南北韓首次的雙邊會談，更推動了《文化產業振興基本法》，奠定了韓國文化產業，在世界流行文化的地位。 回到台灣，18年前，原台中縣的鄉親，用一張選票，支持蔡其昌，讓其昌有機會為民眾服務，18年來鄉親的一票，不只一屆比一屆高，更在2020的選舉，用將近七成的選票，肯定其昌一路以來的打拼。 這些年，是海線的鄉親用一張選票，讓海線的危險校舍、操場、禮堂，一棟一棟的改善，一座一座換新。讓荒廢的治安死角，轉變成為充滿孩子歡笑的海灣繪本館，更連續八年在台中舉辦了親子藝文季，讓偏鄉的孩子，沒有藝術文化落差，是鄉親的一票，讓下一代的學習環境、成長環境變得更好。 是海線的鄉親用一張選票，讓偏遠區域自來水管的接管率從27% 提升至近80%，這項看不到的建設，是蔡其昌對鄉親的承諾，三井outlet來到台中，打造鰲峰山、鐵砧山園區，台中港海釣示範區的設立，高美濕地與梧棲漁港環境翻新，鄉親的一張選票，讓海線被全台灣看到，讓地方更加繁榮。 這就是一張選票的力量。 2016年，全台灣的人民，用一張選票，支持蔡英文總統來帶領台灣，我們用這一張選票，讓台灣成為亞洲民主的標竿，讓台灣在國際的能見度越來越高，讓台灣在國際社會的角色越來越重要。我們用這一張選票，提高了台灣的國防自主，從高教機到玉山艦，還有各式精準飛彈的量產，讓台灣面對軍事恫嚇，能有自我防衛能力，讓我們能捍衛台灣的主權以及民主自由。 這就是一張選票的力量。 時間來到2020年，我們用一張選票，在台中八個立委選區拿下六席立委。我們用一張選票，除了讓國中小班班有冷氣外，育兒津貼史上最高，青年人需要的租屋補貼範圍擴大，長照預算更提升到近650億，讓從小孩到長輩的照顧更全面。這一張選票，讓行動派的立委們，兩年多的時間，已經為台中帶來上千億的中央補助，從交通到醫療，從民生到經濟發展，一步一步的讓我們的家鄉更好。2021年我們也用一張選票，在四大公投中，守住台灣進步的路線。這一張選票，不僅讓台灣的經濟發展可以繼續向前，更讓台灣被世界看見，讓台灣在國際扮演的角色更加重要。 這就是一張選票的力量。 每一次的投票，每一張的選票，代表著我們的選擇也代表著我們最真心的期待。2018年，台中市民用一張選票，相信著市長換人、空氣換新的口號，能讓台中變好。這一張選票，沒有讓空氣換新，只換來一罐空空的谷關空氣瓶，台中空氣品質在全國的排名不進反退。這一張選票，沒有讓台中擺脫慶記之都的惡名，虐童案件繼續發生，包庇狼師的盧市長，沒有給市民一個安心生活的台中。這一張選票，沒有改善長久以來台中的塞車問題，大慶到烏日的鐵路高架不做，海線鐵路雙軌高架不做，東豐快速道路通車遙遙無期，捷運藍線四年過去還在原地踏步。這一張選票，讓原本人口持續成長的台中，人口開始流失。這一張選票，讓市民的光榮感不再，台中在天下雜誌城市滿意度的評比吊車尾，更難堪的是，輸給了貪污起訴的林姿妙，我們的市長上禮拜還跟涉貪的林姿妙站在一起為她背書。 2018年的這一張選票，我們期待的是台中繼續發展，我們期待盧市長，至少能夠在佳龍市長打下的基礎，讓台中更好，但四年過去，重大建設停擺「開不了工的要開工、完不了工的要完工」，終究只是一句口號。「做得好的歸地方，出問題的推中央」盧市長用這樣的態度與中央對抗，台中市民四年前那張充滿寄託的選票，換來的是失望，換來的是台中的發展停滯不前。 今天我們在的地方，是南屯，南屯舊地名叫做「犂頭店」，過去這裡有許多製作農具的打鐵店，田地需要做田人，操作犁頭，翻土、除草，讓田地肥沃，種的東西才能有足夠的收成，養活一家老小，興旺家族、莊頭，良田要勤耕，一塊好的田，如果不翻土除草，田地一旦貧瘠，要再恢復肥沃的榮景，就要花上加倍的力氣。 台中市一塊良田，台中有先天的地理優勢，台中有良好的產業基礎，更有一群認真打拼的台中人，但四年過去，盧市長的怠惰，盧市長的緩慢，讓台中這塊良田，漸漸被其他城市搶去發展的機會和舞台。 所以我與行動派的團隊，將成為台中的犁頭，翻動台中的未來，我要邀請所有現場或線上的市民朋友，用你的一張選票，一起成為行動派，一起成為台中的犁頭，一起成為改變台中的一份子。 我們一起用一張選票讓台中的交通更好，這一張選票，不會再讓地方家族左右全市民的權益，讓我們用一張選票，加速完成台中的捷運路網，四年內，讓捷運藍線動工，加上橘線、大屯環線、綠線延伸線到大坑，和一條串接山海線的輕軌，四年內，讓四條捷運線完成核定，台中就會有六條確定的捷運線。 我們一起用一張選票讓台中市民，幼有所托，老有所依，我們讓國中小的營養午餐免費，讓孩子吃得更營養，家長更安心。我們讓台中四年完成至少八千戶的社會住宅，讓年輕人可以在這座城市安身立命，我們讓敬老愛心卡更好用，使用範圍更寬更廣，讓長輩健保卡的補助只多不少，讓台中擁有第一座的銀髮族體健中心，讓長輩在這個城市更樂活。 我們一起用一張選票讓台中更好生活，我們讓台中的人行道更好走，我們讓台中的公園不再只是罐頭遊具，我們讓台中的舊市區能風華再現，我們讓台中的河岸成為可以聽音樂，可以運動的水岸綠廊，用一張選票，讓台中成為以人為本的生活首都。 我們一起用一張選票讓台中走向國際，我們讓要增加工業科技園區，解決中小企業用地需求，招商引資，帶來更多就業機會，我們讓在地產業加強群聚優勢，增加國際競爭力，我們讓中火2035年以後，全面以氣換煤，落實淨零碳排，用一張選票，讓台中成為與國際接軌的永續城市 各位希望台中市加速向前的市民朋友，蔡其昌已經準備好了，行動派團隊已經準備好了，這次的選舉，用一張選票支持行動派的市長，支持行動派議員、里長，用一張選票支持十八歲公民權，用一張選票支持蔡其昌，我們一起用這一張選票的力量，改變台中。 用這一張選票，讓台中人能光榮的說出「我是台中人」。 用這一張選票，給台灣一個更好的台中。 謝謝大家。,1,NA,0,0
Elsie,蔡其昌,https://www.facebook.com/100044161013467/posts/660158332132861,《非凡新聞-關鍵對話》人物專訪—蔡其昌 https://youtu.be/TnqejOFUcJk:=:https://www.youtube.com/watch?v=TnqejOFUcJk 翻轉台中！蔡其昌推出《#台中十大建設》政見涵蓋所有面向，從捷運藍線四年動工、核定四條新捷運線、老人健保補助只多不少、敬老愛心卡擴大使用額度與範圍、國中小營養午餐免費、打造8000戶社會住宅、擴大租屋補貼範圍與金額、倍數增加公托量能、打造30公里水岸綠廊等。連台中人最不滿意的空污、交通問題，蔡其昌都推出了務實的改善方法，打造台中成為安居樂業的生活首都，讓我們一起來聽聽行動派的蔡其昌怎麼說！ #歡迎大家一起收看專訪 #覺得不錯也可以幫我分享,1,NA,0,0
Elsie,蔡其昌,https://www.facebook.com/100044161013467/posts/657478455734182,「當女力政見淪為口號，盧秀燕市長堅持合體林姿妙，為涉貪起訴的林姿妙加持背書，那代表國民黨與盧秀燕已經沒價值判斷可言了。」— 何欣純、張廖萬堅、莊競程、黃國書立委 今日何欣純、堅持．張廖萬堅、立法委員 莊競程、黃國書委員，共同召開《女力政見淪口號 、合體涉貪林姿妙》 記者會，質疑國民黨與盧秀燕找來涉貪汙起訴的林姿妙來台中合體，是低估台中人智慧的行為，盧秀燕是否為涉貪林姿妙背書，還是涉貪起訴的林姿妙來給盧秀燕加持？#請盧秀燕市長應該向台中市民說清楚。 國民黨宣稱盧秀燕是最強女力，但翻閱各項評比資料，盧秀燕執政除了遠見及天下雜誌評比吊車尾外，台中市的文化預算遠低於全國平均數甚至六都墊底，讓號稱文化城的台中臉上無光。 對於煙火式預算卻是毫無節制、浪費納稅錢，單單 #上樑儀式 就砸了超過600萬為盧市長造勢宣傳，而且是一場又一場。其次，公托建置速度慢，讓台中的公托涵蓋率只有1.3%，更是六都倒數吊車尾，#讓超過數千位的爸爸媽媽排隊候補遙遙無期，盧秀燕宣稱要在任期完成50處公托政見完全跳票，連最基本的 #營養午餐農藥殘留率 都是六都最高，完全無視孩子的健康安全。 連由13個公民團體所舉辦的2022年縣市能源治理評比，台中也是六都最後一名。此外，台中市的全年總薪資平均為59.1萬元，#全年總薪資是六都墊底，甚至還低於全國平均，連離島都輸。 盧秀燕執政成績樣樣皆墊底，#但任內狂賣公有地金額榮登全台第一名，賣地超過500億元，遠遠超過其他縣市榮登縣市首長賣地王，甚至不顧外界觀感將數千戶社會住宅用地賣給建商財團，也因此「台中市房價在盧秀燕執政四年內飆漲超過80%」，#盧秀燕任內房價更是這10位國民黨合體女力中漲幅第一名，讓台中成為房價僅次於台北市的城市，年輕人在這座城市要面臨低薪資、高房價的惡夢，這樣夠資格自稱「媽媽市長」嗎？ 市政建設完全停滯，這種施政表現墊底的盧秀燕市長，搭配涉及貪汙起訴的林姿妙，國民黨好意思說是十全十美？應該正名為「十分難堪」。 #市政表現完全失格,1,抨擊公托不夠,0,0
Elsie,蔡其昌,https://www.facebook.com/100044161013467/posts/653833489432012,大家週末早！行動派繼續衝 一早我與王立任 - 任真打拚、楊典忠議員來到我們的梧棲菜市場，行動派團隊從山上拚到海邊，我們不放過每一次拜託市民與分享願景的機會，我們終將翻轉台中！ #媒體特別問到，我的對手一再營造自己是國民黨共主，是不是為了參選正副總統？ #我想台中市民在意的是，市長有沒有做事？有沒有把事做好？市政表現好，要去哪選市民都會全力支持，但盧秀燕市長施政表現排名第17名，比涉貪起訴的宜蘭林姿妙15名還糟糕，#這樣吊車尾的表現讓台中市民難以接受。連台中市政都做不好、市民不滿意，還天天想著當藍營共主，我想都是虛假包裝出來騙騙大家的而已。 蔡其昌繼續衝，繼續分享我的政見與願景，照顧市民，我四年要蓋8000戶社會住宅、擴大租金補貼範圍、捷運藍線四年內動工；照顧長輩，老人健保補助再加碼，長者福利只多不少，敬老愛心卡擴大使用額度與範圍；照顧孩子，國中小營養午餐免費、倍數增加公托的量能、加強改善校園軟硬題設備等，都是我上任後要做的事。繼續趕往下一站，為吳敏濟 濟續進步議員總部成立站台加油打氣！ #行動派市長 #議員全壘打,1,NA,0,0
Elsie,蔡其昌,https://www.facebook.com/100044161013467/posts/648944336587594,"看到戶頭多了幾千塊別驚慌！那是育兒津貼入帳啦 大家的辛苦，我們都知道，也因此育兒津貼從原本的每月2,500元，到去年八月調漲至每月3,500元，今年八月起，再度調高至每月5,000元💪 其昌和蔡英文 Tsai Ing-wen總統領導的政府團隊推動「0到6歲國家養，國家跟你一起養。」 在育兒的路上大家不孤獨，有放心的政府做你的隊友，幫助爸爸媽媽減輕負擔，營造友善的育兒環境！ 在台中市的政見當中，其昌提出「#國中小學營養午餐免費與營養加倍」，尤其台中市營養午餐農藥殘留率是六都最高，我們會加強抽查。同時，推動在地食材採購和食農教育，讓孩子不只吃免費，也吃得更好、更安全。 搭配中央調高的育兒津貼，雙重照顧家長及孩童！ #育兒津貼入帳 #養孩子政府幫",1,NA,1,1
