Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
柯志恩,KoChihEn,100044111871935,PERSON,TW,我是柯志恩，你認識的我，可能是節目主持人、可能是教授、可能是學務長、可能是立法委員，目前的角色就是在高雄打拚的一介市民。,2016-02-01 05:49:54,102429,107853,2022-08-29 20:14:11 CST,2022-08-29,20:14:11,Photo,"13,274",11872,676,283,53,2,5,0,4,379,,-,0,0,0,N/A,https://www.facebook.com/100044111871935/posts/641819190631804,各位柯志恩的家人夥伴大家好！ 向大家報告，在全代會正式被國民黨提名為高雄市長參選人後，我規劃在9月1日(四)，早上10點半，和議員與參選人們到高雄市選委會進行登記。 登記完後，也會從選委會出發，進行車隊掃街，從鳳山光復路、經武路、光遠路、自由路、中正路、中華路、建國路，到終點高雄市黨部。 歡迎各位柯志恩的家人夥伴們一起共襄盛舉！ 只要您願挺身站起，我就力拚到底！ #選擇柯志恩 #高雄100分,https://www.facebook.com/photo.php?fbid=641818547298535&set=a.547433456737045&type=3,,,Photos from 柯志恩's post,,,,,"13,274",1.78
柯志恩,KoChihEn,100044111871935,PERSON,TW,我是柯志恩，你認識的我，可能是節目主持人、可能是教授、可能是學務長、可能是立法委員，目前的角色就是在高雄打拚的一介市民。,2016-02-01 05:49:54,102920,108326,2022-09-07 18:08:26 CST,2022-09-07,18:08:26,Live Video Complete,"13,256",11002,1302,291,295,38,21,5,7,295,owned,Yes,62075,65619,0,01:02:14,https://www.facebook.com/100044111871935/posts/637742044373778,行程走完，苓雅自強夜市，開吃！,https://www.facebook.com/KoChihEn/videos/637742044373778/,,,,,,,,"13,256",3.43
柯志恩,KoChihEn,100044111871935,PERSON,TW,我是柯志恩，你認識的我，可能是節目主持人、可能是教授、可能是學務長、可能是立法委員，目前的角色就是在高雄打拚的一介市民。,2016-02-01 05:49:54,135561,140910,2022-11-25 12:48:11 CST,2022-11-25,12:48:11,Photo,"13,143",11196,727,165,121,3,6,0,2,923,,-,0,0,0,N/A,https://www.facebook.com/100044111871935/posts/705704240909965,就在今晚7點！ 柯志恩選前之夜，誠摯邀請各位鄉親，挺身而出，改變高雄，再創奇蹟💪🏻 ✅活動會場：前鎮一德勞工夜市（凱旋夜市旁） ✅大眾交通運輸可搭至捷運凱旋站、輕軌凱旋瑞田站 ✅當天歡迎收看中視新聞台轉播；或柯志恩臉書與YT直播,https://www.facebook.com/photo.php?fbid=705703170910072&set=a.547433456737045&type=3,,,,,,,,"13,143",-1.08
柯志恩,KoChihEn,100044111871935,PERSON,TW,我是柯志恩，你認識的我，可能是節目主持人、可能是教授、可能是學務長、可能是立法委員，目前的角色就是在高雄打拚的一介市民。,2016-02-01 05:49:54,117037,122472,2022-11-02 23:22:01 CST,2022-11-02,23:22:01,Photo,"13,078",11571,430,135,85,3,4,0,1,849,,-,0,0,0,N/A,https://www.facebook.com/100044111871935/posts/689449982535391,謝謝今晚近千位的楠梓鄉親！返回第二故鄉助陣的 王淺秋 以及所有願意在現場、在線上收看廟口金能講的總幹事、後援會長們！ 我深深感動，現場有許多鄉親已經來超過5場以上，更有一位12場，場場都到。 這就是巷仔口的感動，這就是基層鄉親的力量！ 大家都知道楠梓是高雄少數人口成長的地方，是一個新興地區。但在人口成長的同時，卻有許多問題需要有魄力的市政府來解決。 抬頭是空污、低頭是爛路，河川污水流，騎車滿臉灰。 我團隊裡有兩位年輕朋友，就是高雄大學畢業的，他們跟我說，楠梓的後勁溪，如果好好維護，可以美的不輸台灣任何一條河川。 然而今年7月，後勁溪就出現污染事件，市政府罰了300多萬。但這幾年下來，罰的還少嗎？市長震怒、環保局重罰，為何汙染事件還是不斷發生？ 一到黃昏，美麗的夕陽都被空污給遮住，騎機車的，回到家第一件事都是洗臉，洗臉的抹布一看，都是黑的。 如果我當市長，我絕對會讓高雄從污染之都變成環保之都，執法面不夠，我不會震怒，我會運用科技執法，用更科學有效率的方式來監督業者；法律面不足，我會修訂更全面的環保自治法規，建立一套最嚴格的防範機制。 我當市長，絕對讓所有高雄鄉親，看到美麗的河川、過健康的生活，不會每次騎車回家都像參加越野賽，進屋還滿臉灰。 定義高雄好不好，不是用水泥建築還是辦的活動多寡，而是市民的健康、市民的快樂、市民的壽命。 對我來說，高雄鄉親的健康，絕對比財團發大財更重要。 錢，不能是財團賺去了，然後債，用人民的身體健康來付！ 這次柯志恩來選高雄，不曾口出惡言。我當教育家25年，比當政治人物還久，因此我希望帶給高雄市民，是一場正面、乾淨，充滿快樂與希望的選舉。 選舉是讓人民看到問題的解方、看到困境的出路、看到未來的憧憬。所以如果候選人不斷提出解方，那這場選舉當然就會是快快樂樂的。 悲情跟仇恨，不會存在柯志恩的字典裡。真誠和善良，才是。 過去幾年，國民黨表現不好，愧對支持者、愧對民眾，讓很多支持者被迫含淚投票。 讓最挺你的人難過、讓支持者含淚投票，是一個政黨最差勁的表現。 我希望我的支持者，是帶著笑容、帶著驕傲、帶著對柯志恩理念的認同去投票。 選舉只剩20幾天，請大家借給我更多力量，讓我們一起用巷仔內的感動，3出高雄鄉親的奇蹟！,https://www.facebook.com/photo.php?fbid=689447099202346&set=a.547433460070378&type=3,,,Photos from 柯志恩's post,,,,,"13,078",-1.06
柯志恩,KoChihEn,100044111871935,PERSON,TW,我是柯志恩，你認識的我，可能是節目主持人、可能是教授、可能是學務長、可能是立法委員，目前的角色就是在高雄打拚的一介市民。,2016-02-01 05:49:54,108387,113756,2022-10-08 10:48:17 CST,2022-10-08,10:48:17,Photo,"13,038",11412,499,173,93,1,7,0,3,850,,-,0,0,0,N/A,https://www.facebook.com/100044111871935/posts/670391001107956,謝謝昨天數百位三民鄉親來三鳳宮和我一起聽歌抬槓！ 廟口開講不是大造勢，而是一份和鄉親互動的感動。 在舞台上的，並不是大咖，因為大咖是昨天坐在椅凳上、階梯上，還有自家機車上的您們。 民主，就是人民作主，各位鄉親，您們才是高雄ㄟ頭家！ 有人說，高雄很綠、廟口很綠，但我要跟大家說，再綠的地方，再艱困的地方，我柯志恩，都會勇往直前！ 柯志恩不勇敢，因為我的勇氣，都是鄉親們給的。怕輸，就不會贏，要贏，就不能怕輸！ 大家都知道，三民是高雄人口第二多的行政區，也是高雄很重要的文教區，高科大、文藻、高醫、雄中、雄工等學校，都在這。 因此我們擁有很多注重教育的議員，柏霖、燕珍和香菽、俊傑都很關心我們下一代的發展。 我是教育家庭出生，我爸是校長，我當老師教書25年。我教過的學生，成千上百，我看過的孩子，數以萬計。因此我非常清楚，教育，是脫離貧窮與不公唯一的一條路。 教育，就是高雄是否能重現北高榮景，走向世界的關鍵！ 高雄所遇到、看到的不公，都來自於教育資源的差距。為什麼高雄會輸給台北，被新北台中超過，都是因為民進黨長期不重視教育。 民進黨當市長，舉債蓋房子，我當市長，舉債為孩子。 我跟大家承諾，我當市長，教育預算不是2成、不是3成，我會提高到4成！ 陳其邁說兩年拚四年，想的是兩年、四年的事。我跟大家報告，我想的是十年、二十年的事，是我們這一代人，我們的孩子和孫子的事。 這是我作為一個教育家、兩個孩子的媽、和為人師長的鄭重承諾。 謝謝各位鄉親的支持，讓我們一起把三民變成教育之區，把高雄，變成教育之都。 我不是奇蹟，高雄鄉親才是奇蹟。我不是奇蹟，但我願為高雄創造更多奇蹟！,https://www.facebook.com/photo.php?fbid=670389161108140&set=a.547433460070378&type=3,,,Photos from 柯志恩's post,,,,,"13,038",1.79
柯志恩,KoChihEn,100044111871935,PERSON,TW,我是柯志恩，你認識的我，可能是節目主持人、可能是教授、可能是學務長、可能是立法委員，目前的角色就是在高雄打拚的一介市民。,2016-02-01 05:49:54,110462,115881,2022-10-15 15:50:00 CST,2022-10-15,15:50:00,Native Video,"12,854",11622,556,292,102,1,12,4,9,256,owned,Yes,51490,53756,0,00:11:12,https://www.facebook.com/100044111871935/posts/676037077210015,【9/30夢時代誓師大會－柯志恩演講全紀錄】 還記得兩周前在高雄夢時代的感動嗎？ 柯志恩演講全紀錄一刀未剪，熱騰騰出爐🔥 讓我們再一次感動，一起創造奇蹟👊,https://www.facebook.com/KoChihEn/videos/1172874316920565/,,,,,,,,"12,854",2.54
柯志恩,KoChihEn,100044111871935,PERSON,TW,我是柯志恩，你認識的我，可能是節目主持人、可能是教授、可能是學務長、可能是立法委員，目前的角色就是在高雄打拚的一介市民。,2016-02-01 05:49:54,107203,112561,2022-10-05 20:15:07 CST,2022-10-05,20:15:07,Photo,"12,582",11408,558,139,76,1,4,0,3,393,,-,0,0,0,N/A,https://www.facebook.com/100044111871935/posts/668236234656766,今天連跑兩個市場，繼續勤走基層，向鄉親問好！ 趁著早晨時分，來到了五福圓環旁的大立早市，和 黃紹庭　陳若翠-微笑加油讚 一起同行。 下午則到了楠梓的德民黃昏市場，和 陳麗珍 高雄市議員 陳玫娟 李眉蓁 高雄市議員 李雅芬 白喬茵 一起向民眾問安。 為什麼要不斷走訪攤商市場？因為這裡最基層、這裡的心聲最接地氣！ 政治，是為人民服務，人民的需求，是由政府官員、民意代表來供給。如果都不知道基層的心聲，人民需要什麼，那又如何能提出好的政策願景呢？ 930之後，許多鄉親都和我說，那晚，我說出了他們的心聲。今天，就遇到一位市民朋友，說看了我的演講很感動，他來來回回看了3次。 正如同我當天演講的主題，我承載的不是柯志恩一個人，而是廣大基層市民的心聲。 接下來，我們也會到更多的廟口、巷仔口，去請益更多鄉親！ 力拚所有高雄市民的好日子！,https://www.facebook.com/photo.php?fbid=668230394657350&set=a.547433460070378&type=3,,,Photos from 柯志恩's post,,,,,"12,582",1.72
柯志恩,KoChihEn,100044111871935,PERSON,TW,我是柯志恩，你認識的我，可能是節目主持人、可能是教授、可能是學務長、可能是立法委員，目前的角色就是在高雄打拚的一介市民。,2016-02-01 05:49:54,112570,118019,2022-10-20 23:57:09 CST,2022-10-20,23:57:09,Photo,"12,450",11093,352,115,70,1,2,0,0,817,,-,0,0,0,N/A,https://www.facebook.com/100044111871935/posts/679878086825914,7位女力，嗨翻左楠！ 今天非常感謝，上千位自發來聽歌聽講的左楠鄉親，遠從台北的 鍾沛君 ，以及我們在地最優質的 高雄市議員 陳玫娟 李眉蓁 高雄市議員 李雅芬 陳麗珍 和 白喬茵 。 我的好朋友 朱學恒的阿宅萬事通事務所 和 #郭正亮 ，說柯志恩跑基層跑到從金枝玉葉的大學教授，變成菜市場叫賣的攤販。 對我來說，這絕對是稱讚。要選高雄，就要接地氣。 我就是一步一腳印，從廟口到路口，從菜市場到巷仔內，哪裡有人民，柯志恩就在那！ 左營，擁有豐富的眷村文化，飄揚國旗，更飄揚為中華民國犧牲奉獻的精神。但同時，也是人口成長的新興發展區域，面臨公共服務供給不足的問題。 我當市長，絕對會揉合左營的新舊文化與發展，不只保存豐富的文化資產，更會融合最優質的市政發展。 該有的歷史文化一個都不能少，該有的現代市政建設一刻都不能慢！ 請高雄鄉親，相信柯志恩，相信人民的力量，讓我們一起再創奇蹟，拚起高雄！,https://www.facebook.com/photo.php?fbid=679876893492700&set=a.547433460070378&type=3,,,Photos from 柯志恩's post,,,,,"12,450",1.66
柯志恩,KoChihEn,100044111871935,PERSON,TW,我是柯志恩，你認識的我，可能是節目主持人、可能是教授、可能是學務長、可能是立法委員，目前的角色就是在高雄打拚的一介市民。,2016-02-01 05:49:54,117576,123009,2022-11-04 23:05:58 CST,2022-11-04,23:05:58,Photo,"12,295",11029,333,109,74,1,2,1,3,743,,-,0,0,0,N/A,https://www.facebook.com/100044111871935/posts/690788812401508,謝謝侯侯做代誌的 侯友宜 市長，今天特別來到高雄為我加油助陣！ 從天天新黃昏市場，沿路車隊掃街，最後到左營新庄仔天公廟，都可以看到許多熱情的鄉親好朋友向我和侯市長揮手打氣！有的更是搖下車窗熱情回應。 新庄仔天公廟隆重莊嚴的儀式，更是讓我和侯市長深深感動，高雄的宗教文化之美。 也感謝侯市長肯定柯志恩在文化、教育、青年就業創業的正向力量。未來，我會繼續努力拚、加倍拚，拚出奇蹟，讓新北高雄可以做伙逗陣行！,https://www.facebook.com/photo.php?fbid=690784635735259&set=a.547433460070378&type=3,,,Photos from 柯志恩's post,,,,,"12,295",1.35
柯志恩,KoChihEn,100044111871935,PERSON,TW,我是柯志恩，你認識的我，可能是節目主持人、可能是教授、可能是學務長、可能是立法委員，目前的角色就是在高雄打拚的一介市民。,2016-02-01 05:49:54,103153,108549,2022-09-11 10:00:33 CST,2022-09-11,10:00:33,Native Video,"12,285",11565,298,227,63,2,3,2,5,120,owned,Yes,93781,94878,0,00:02:01,https://www.facebook.com/100044111871935/posts/650248969788826,中秋佳節，月圓，團圓！ 中秋連假，許多人會和家人朋友們，一起吃柚子、吃月餅、吃烤肉 但在城市的另一個角落，有些長輩，也需要我們更多的陪伴 中秋節這天，我特別前往幾戶90歲長者的家，向他們說聲謝謝，感念他們過去為高雄的付出。 鳳山的韋校長，今年93歲，是我們教育界的大前輩，身體相當硬朗。教育之光的匾額，更代表著校長為我們下一代，做出的無私奉獻。 苓雅的時伯伯，已經97歲，獨居，軍人家庭，兒子是海軍官校畢業，但已經因病過世。一旁擺放的照片，看的出對孩子的驕傲，也是思念。 許老夫婦，都是91歲，許伯伯是警官學校畢業，雖然身體近年不太好，但我到的時候，正在戶外做運動。 笑口常開的許媽媽說，早年身體好的時候，還會到文化中心練功。離開的時候，喉嚨不太好的許伯伯，更特別勉勵我，幫我加油。 三民的張伯伯，92歲，是我們的黨籍幹部，很時髦，不只會使用平板，還叫一旁相陪的街坊鄰居要在臉書上幫我拉票。 中秋節，是家人團圓的節日、是問候朋友的日子。大吃大喝的時候，也別忘了要關心家裡的長輩！ 祝福大家，秋節平安順心。,https://www.facebook.com/KoChihEn/videos/760434155044216/,,,中秋送暖，柯志恩探望90歲長輩，聽他們的故事,,,,,"12,285",2.73
柯志恩,KoChihEn,100044111871935,PERSON,TW,我是柯志恩，你認識的我，可能是節目主持人、可能是教授、可能是學務長、可能是立法委員，目前的角色就是在高雄打拚的一介市民。,2016-02-01 05:49:54,99873,105317,2022-08-08 10:19:17 CST,2022-08-08,10:19:17,Photo,"12,237",11263,340,107,280,10,2,5,2,228,,-,0,0,0,N/A,https://www.facebook.com/100044111871935/posts/627917562021967,來自父親50年前的祝福 昨日在三民掃街時，一位支持者突然遞上一張紙條，附著「福」字徽章，上面寫著「請您戴著柯縣長的祝福，承接柯爸爸的福氣，造福高雄市38個區人民，帶給高雄市民幸福生活」。 原來是父親的學生，把50年前的競選小物珍藏至今，那枚徽章是我讀小學五年級時，父親第一次參選屏東縣長的文宣，拿到紙條與徽章的當下，所有的回憶與感動全部湧上心頭。 還記得結婚時，爸爸深深的看著我，喚著我的小名說：「再想一下，前面這個男人是不是你真要嫁的人，如果還有一絲猶豫，我們倆轉身就跑，不用管其他人了….」，我張著嘴巴，不可置信的看著我親愛的爸爸，我還可以叛逃？當著這麼多重量級長輩面前，只要我願意，我可以隨我意志做任何事，一如他過去對我的信賴，不用管世俗眼光，他都會支持我任何的決定。 在這麼重視場面的一刻，他內心所想到的，仍是他摯愛小女兒的想法，這是多麼大的支撐力量，大到我可以毫無畏懼阿。然後花門打開，他牽著我走上那長長的紅毯，在眾人焦點下，一路噙著淚水，但帶著勇敢信心，昂首闊步，緊挽爸爸的手，讓他護送我迎向人生另一個階段。 婚禮結束後，朋友都說，那天的新娘好漂亮，新娘的爸爸好帥，新郎？沒什麼印象ㄟ 父親不論是柯老師、柯校長、柯縣長，每個角色都盡心盡力，我以我的父親為榮，雖然父親已經不在了，但他留給女兒的無價資產是—勇敢做自己！ 我將承襲著這份來自50年前父親的祝福，以及清廉特質，用我的正直、真誠來為高雄市民拚好日子。 父親節心裡默念遙祝： 「爸爸，我真的真的很愛你，父親節快樂！」,https://www.facebook.com/photo.php?fbid=627917522021971&set=a.547433456737045&type=3,,,,,,,,"12,237",1.6
柯志恩,KoChihEn,100044111871935,PERSON,TW,我是柯志恩，你認識的我，可能是節目主持人、可能是教授、可能是學務長、可能是立法委員，目前的角色就是在高雄打拚的一介市民。,2016-02-01 05:49:54,115569,121011,2022-10-30 14:59:36 CST,2022-10-30,14:59:36,Live Video Complete,"12,137",9555,1425,435,409,9,35,8,30,231,crosspost,Yes,71366,75554,183907,02:06:26,https://www.facebook.com/100044111871935/posts/1084316708902816,【南方響起誓師大會】 南方響起，就在今天！ 請所有想要改變現狀，請所有重視教育，請所有想過好日子的高雄鄉親。 展現人民的力量，展現人民的心聲。讓南部沸騰的民心，響徹雲霄！ 3出屬於高雄鄉親的奇蹟👊 📍 柯志恩 📍 謝龍介 📍 王育敏 📍 蘇清泉,https://www.facebook.com/KoChihEn/videos/1084316708902816/,,,【南方響起誓師大會】,,,,,"12,137",2.42
柯志恩,KoChihEn,100044111871935,PERSON,TW,我是柯志恩，你認識的我，可能是節目主持人、可能是教授、可能是學務長、可能是立法委員，目前的角色就是在高雄打拚的一介市民。,2016-02-01 05:49:54,105579,110940,2022-10-01 20:23:57 CST,2022-10-01,20:23:57,Photo,"12,118",11150,449,143,52,0,6,0,5,313,,-,0,0,0,N/A,https://www.facebook.com/100044111871935/posts/664963074984082,首先，再次感謝昨天所有參與柯志恩大家族誓師大會的家人夥伴們，謝謝您們！我的勇氣，是您們給的，我的願景，是為您拚的。 昨天現場已經準備2萬張椅子，但還是讓許多民眾沒位置坐，只能久站，在此致上萬分歉意。 今天，我一連跑了 高雄市議員王義雄 陳若翠-微笑加油讚 宋立彬·高雄市議員 高雄市議員 李雅芬 和 鍾易仲 高雄市議員 ，五位市議員的競選總部成立大會，為這些優秀的議員夥伴，加油打氣，也問候現場許多在地鄉親。 拜託各位好朋友，務必要支持我們所有黨籍的議員，讓優秀的民意代表繼續為民發聲、為您打拚！ 今天很幸運，其中3場和 李四川Hammer Lee 同框，李副也給我一個大大的擁抱，不只輔選議員，也為我打氣加油。 這邊也預告，明天下午3點20分，歡迎大家來觀音山三角公園(大社區中山路與翠屏路108巷交叉路口)，一起和我與川伯健行！,https://www.facebook.com/photo.php?fbid=664963004984089&set=a.547433456737045&type=3,,,Photos from 柯志恩's post,,,,,"12,118",1.67
柯志恩,KoChihEn,100044111871935,PERSON,TW,我是柯志恩，你認識的我，可能是節目主持人、可能是教授、可能是學務長、可能是立法委員，目前的角色就是在高雄打拚的一介市民。,2016-02-01 05:49:54,101067,106508,2022-08-19 21:10:14 CST,2022-08-19,21:10:14,Live Video Complete,"12,052",10078,1150,301,327,10,42,5,7,132,owned,Yes,76845,94310,0,00:18:52,https://www.facebook.com/100044111871935/posts/619062469561423,哇！是岡山羊肉爐，好吃到忘記開直播,https://www.facebook.com/KoChihEn/videos/619062469561423/,,,,,,,,"12,052",3.25
柯志恩,KoChihEn,100044111871935,PERSON,TW,我是柯志恩，你認識的我，可能是節目主持人、可能是教授、可能是學務長、可能是立法委員，目前的角色就是在高雄打拚的一介市民。,2016-02-01 05:49:54,114258,119711,2022-10-25 23:30:30 CST,2022-10-25,23:30:30,Photo,"12,042",10959,504,149,76,1,3,0,0,350,,-,0,0,0,N/A,https://www.facebook.com/100044111871935/posts/683639389783117,謝謝鳳山鄉親！謝謝今天一同作伙的 曾銘宗 高雄市議員李雅靜 鍾易仲 高雄市議員 劉德林 高雄市議員 高雄市議員 鄭安秝 4年前的鳳山三山造勢，我就在現場，成為奇蹟的見證人；4年後，當年輔選的人變成競選的人。但不變的是，始終力挺的鳳山鄉親！ 我第一場比較像樣的活動，就是9月1日的大家族見面會；我第一次比較被注意到的街講，就是在鳳山街頭。 我跟陳其邁市長琳瑯滿目的後援會，有很多大咖當會長不一樣。我的後援會，就是在現場、在線上的每一位鄉親夥伴，您們就是我的後援會長、就是我的總幹事！ 這幾個月，我勤走基層，走壞了兩雙鞋、手握到肩膀抬不起來。但正是如此，才能知道鄉親要的是怎樣的好日子、好生活。 陳其邁市長說他要兩年拚四年，但結果卻是窮的更窮、富的更富，薪水3年漲8%、房價一年漲40%。 高雄是勞工之城、是基層之市。但民進黨執政30年，富的卻不是基層人民。看看民進黨光鮮亮麗、網美風的黨部，再看看高雄街道角落昏暗的路燈。 民進黨的光，是不是越來越亮；高雄市的街道，是不是越來越稀落。民進黨的耀眼，對照的就是高雄的沒落。 我當市長，絕不是要讓國民黨或是我個人發光發熱，而是要讓272萬高雄人民發光發熱，讓高雄的街景，再次繁華起來！ 選舉只是一時，無論結果如何，南部就是我的家鄉，我一定會長住高雄，用我這輩子的所學所聞，回報給各位力挺我的高雄鄉親。 讓高雄，亮起來！讓高雄鄉親，好起來！ 這是柯志恩最鄭重的承諾！,https://www.facebook.com/photo.php?fbid=683638833116506&set=a.547433460070378&type=3,,,Photos from 柯志恩's post,,,,,"12,042",1.45
柯志恩,KoChihEn,100044111871935,PERSON,TW,我是柯志恩，你認識的我，可能是節目主持人、可能是教授、可能是學務長、可能是立法委員，目前的角色就是在高雄打拚的一介市民。,2016-02-01 05:49:54,133651,139007,2022-11-23 19:02:47 CST,2022-11-23,19:02:47,Live Video Complete,"11,839",7910,2507,304,520,2,6,4,7,579,owned,Yes,29224,31594,0,01:31:43,https://www.facebook.com/100044111871935/posts/607207574493808,【繞著高雄跑】三民西區！ 👉今日夥伴 高雄市議員童燕珍 黃柏霖 微笑香蕉-黃香菽 *實際抵達時間視路況而定 *行駛間網路不穩敬請見諒,https://www.facebook.com/KoChihEn/videos/607207574493808/,,,,,,,,"11,839",1.73
柯志恩,KoChihEn,100044111871935,PERSON,TW,我是柯志恩，你認識的我，可能是節目主持人、可能是教授、可能是學務長、可能是立法委員，目前的角色就是在高雄打拚的一介市民。,2016-02-01 05:49:54,107636,112990,2022-10-06 16:58:07 CST,2022-10-06,16:58:07,Live Video Complete,"11,734",9734,1108,217,313,3,14,7,14,324,owned,Yes,35695,36540,0,00:18:08,https://www.facebook.com/100044111871935/posts/5663024063749380,岡山中山北路黃昏市場掃街💪🏻,https://www.facebook.com/KoChihEn/videos/5663024063749380/,,,,,,,,"11,734",2.56
柯志恩,KoChihEn,100044111871935,PERSON,TW,我是柯志恩，你認識的我，可能是節目主持人、可能是教授、可能是學務長、可能是立法委員，目前的角色就是在高雄打拚的一介市民。,2016-02-01 05:49:54,104919,110284,2022-09-30 12:01:56 CST,2022-09-30,12:01:56,Native Video,"11,697",10544,530,256,71,1,14,1,14,266,owned,Yes,36032,37303,0,00:01:55,https://www.facebook.com/100044111871935/posts/663883678425355,謝謝 蔣萬安 張善政 謝龍介 北桃南三都大合體力挺柯志恩！ 今天晚上夢時代旁空地，懇請大家一起到場，野起來！,https://www.facebook.com/KoChihEn/videos/2923500771285847/,,,,,,,,"11,697",2.52
柯志恩,KoChihEn,100044111871935,PERSON,TW,我是柯志恩，你認識的我，可能是節目主持人、可能是教授、可能是學務長、可能是立法委員，目前的角色就是在高雄打拚的一介市民。,2016-02-01 05:49:54,97260,102733,2022-07-09 17:36:57 CST,2022-07-09,17:36:57,Photo,"11,529",10430,648,146,52,3,5,0,2,243,,-,0,0,0,N/A,https://www.facebook.com/100044111871935/posts/608537150626675,騎著Youbike 2.0 馳騁在偉大的城市 難得利用空檔，決定帶著團隊坐上單車，體驗港都不一樣的風采。 高雄過去有全台灣第一套公共單車系統 CityBike，然而卻因為疏於管理，導致使用率低落，失竊、破壞的狀況更是時有所聞。 韓市府團隊聽到了市民的心聲，參考台灣其他縣市Youbike 成功的案例，將高雄作為 Youbike 2.0的示範區。在計劃推出之始，遇到些許反彈，甚至說這是韓市府要「殲滅高雄所有的驕傲」。 結果民眾用實際行動證明，Youbike 2.0 推出後，高雄共享單車的使用率大幅度的提升，更成為網友票選2011-2021「高雄最有感建設」之一。 「人民的小事，就是政府的大事」高雄的未來仍有許多機會與挑戰，需要一個能夠傾聽民意，腳踏實地的舵手。 對我來說，少點政治口水，多多傾聽民意，才是作為一個市長，最該重視的事。,https://www.facebook.com/photo.php?fbid=608537127293344&set=a.547433456737045&type=3,,,,,,,,"11,529",1.46
柯志恩,KoChihEn,100044111871935,PERSON,TW,我是柯志恩，你認識的我，可能是節目主持人、可能是教授、可能是學務長、可能是立法委員，目前的角色就是在高雄打拚的一介市民。,2016-02-01 05:49:54,111607,117052,2022-10-18 23:05:23 CST,2022-10-18,23:05:23,Photo,"11,517",10191,396,123,51,2,6,0,1,747,,-,0,0,0,N/A,https://www.facebook.com/100044111871935/posts/678437340303322,"感謝今天鼓山赤龍宮現場的數百位鄉親，以及各大直播平台線上觀看的9000多位好朋友，讓我在小小的廟口開講，也能締造另類的「萬人造勢」！ 也非常感謝今天到場力挺的 下港的囝仔, 蔡金晏 陳美雅 還有特別從台北下來的芯潮流小天后 徐巧芯 ！ 我的力量，來自於菜市場、來自於廟口、來自於巷仔口，來自於各位鄉親的支持。 鄉親敢挺，柯志恩就敢拚！ 因為有各位的支持，陳其邁已經不敢躺著選，不只要來跟我比行程多寡，更要蔡英文、蘇貞昌來幫他助陣。 陳其邁想的是他的得票能破百萬，想的是他個人未來4年、8年的前途。 柯志恩想的是高雄市民的年薪能破百萬、高雄的孩子能受更好的教育，想的是高雄未來10年、20年的發展。 今天，在鼓山這個美麗的地方，我也向各位鄉親報告，10月30日下午3點，我將在大榮高中旁廣場，舉辦一場造勢活動。重現9月30日的感動。 歡迎所有希望高雄更好、台灣更好的好朋友們，再一次野起來，展現濁水溪以南最強的在野力量！ 讓我們一起，再創奇蹟，拚起高雄！",https://www.facebook.com/photo.php?fbid=678435936970129&set=a.547433460070378&type=3,,能講！ 鼓山,Photos from 柯志恩's post,,,,,"11,517",1.38
柯志恩,KoChihEn,100044111871935,PERSON,TW,我是柯志恩，你認識的我，可能是節目主持人、可能是教授、可能是學務長、可能是立法委員，目前的角色就是在高雄打拚的一介市民。,2016-02-01 05:49:54,135561,140910,2022-11-25 09:13:46 CST,2022-11-25,09:13:46,Live Video Complete,"11,501",7061,3100,321,511,5,13,1,6,483,owned,Yes,32994,35359,0,03:03:05,https://www.facebook.com/100044111871935/posts/477299880936541,【繞著高雄跑】投票前最終回 讓我們用教育翻轉高雄，請相信柯志恩教授！ 答應我明天一定要去投票，一起決定高雄的未來好嗎？ *實際抵達時間視路況而定 *行駛間網路不穩敬請見諒,https://www.facebook.com/KoChihEn/videos/477299880936541/,,,,,,,,"11,501",1.68
